0: f-arabic:	[388: f-mandarin (0.85486436092)]	[214: f-german (0.853046371361)]	[466: f-portuguese (0.852571603814)]	[443: m-polish (0.851850352364)]	[266: m-italian (0.849391917444)]	[655: m-spanish (0.848949883933)]	[514: f-russian (0.847720781125)]	[38: m-arabic (0.847177913415)]	[173: f-french (0.84676065418)]	[401: m-mandarin (0.844714583698)]	
649: m-spanish:	[75: m-arabic (0.844703419775)]	[418: m-mandarin (0.830720296451)]	[629: m-spanish (0.815732894515)]	[606: m-spanish (0.811760111117)]	[654: m-spanish (0.80995650566)]	[412: m-mandarin (0.805675071589)]	[294: m-japanese (0.803344995883)]	[638: m-spanish (0.803253439153)]	[524: m-russian (0.802137546001)]	[101: m-cantonese (0.801539349556)]	
650: m-spanish:	[254: m-italian (0.95034243465)]	[86: f-cantonese (0.949470366717)]	[145: m-dutch (0.945269273873)]	[527: m-russian (0.942543722381)]	[74: m-arabic (0.939733250587)]	[656: m-spanish (0.937483544396)]	[362: m-macedonian (0.931660750737)]	[175: f-french (0.929384166684)]	[124: f-dutch (0.927683213013)]	[91: f-cantonese (0.927465212213)]	
651: m-spanish:	[533: m-russian (0.868320519939)]	[663: m-spanish (0.839730864526)]	[414: m-mandarin (0.834322979723)]	[199: m-french (0.821179551625)]	[401: m-mandarin (0.815555097802)]	[365: m-macedonian (0.812857715071)]	[458: f-portuguese (0.812348537894)]	[601: m-spanish (0.809425695521)]	[338: m-korean (0.809367936338)]	[689: m-turkish (0.806857874249)]	
652: m-spanish:	[279: f-japanese (0.934342605944)]	[682: f-turkish (0.923980784708)]	[599: m-spanish (0.922214970181)]	[395: f-mandarin (0.922073683835)]	[317: f-korean (0.921639624719)]	[74: m-arabic (0.920596662428)]	[181: m-french (0.919687649936)]	[650: m-spanish (0.919158188673)]	[356: f-macedonian (0.916907578721)]	[93: f-cantonese (0.916786059985)]	
653: m-spanish:	[55: m-arabic (0.776836262957)]	[136: m-dutch (0.775202750083)]	[535: m-russian (0.774793790476)]	[146: m-dutch (0.773511266107)]	[608: m-spanish (0.772307169508)]	[638: m-spanish (0.768894516258)]	[329: m-korean (0.760488034273)]	[610: m-spanish (0.759308357782)]	[385: f-mandarin (0.753976847676)]	[78: m-arabic (0.752899376838)]	
654: m-spanish:	[240: m-german (0.847376875036)]	[75: m-arabic (0.834539932623)]	[619: m-spanish (0.821845557715)]	[476: m-portuguese (0.819437643438)]	[101: m-cantonese (0.819238602159)]	[61: m-arabic (0.815546281406)]	[537: m-russian (0.811845562091)]	[77: m-arabic (0.811718283169)]	[475: m-portuguese (0.810504271959)]	[649: m-spanish (0.80995650566)]	
655: m-spanish:	[142: m-dutch (0.87588249626)]	[523: m-russian (0.866409904994)]	[244: f-italian (0.864339255214)]	[364: m-macedonian (0.862537742518)]	[588: f-spanish (0.857158451892)]	[310: f-korean (0.853169806347)]	[366: f-mandarin (0.849228885125)]	[0: f-arabic (0.848949883933)]	[408: m-mandarin (0.84881125953)]	[36: m-arabic (0.84852930909)]	
656: m-spanish:	[362: m-macedonian (0.987246284179)]	[242: m-german (0.979991254351)]	[243: m-german (0.976020242795)]	[328: m-korean (0.971943118688)]	[440: m-polish (0.971395401845)]	[231: m-german (0.970134667037)]	[74: m-arabic (0.969526316568)]	[100: m-cantonese (0.967568199928)]	[255: m-italian (0.967472533769)]	[690: m-turkish (0.964506729696)]	
657: m-spanish:	[294: m-japanese (0.84907790352)]	[57: m-arabic (0.840581362167)]	[267: m-italian (0.837419665741)]	[675: m-spanish (0.835727609314)]	[489: m-portuguese (0.835278869462)]	[186: m-french (0.828575977767)]	[252: m-italian (0.827147998007)]	[481: m-portuguese (0.825408073508)]	[638: m-spanish (0.82403086149)]	[412: m-mandarin (0.823291967503)]	
658: m-spanish:	[606: m-spanish (0.833110030257)]	[241: m-german (0.830120622847)]	[364: m-macedonian (0.827177482509)]	[655: m-spanish (0.824071690157)]	[230: m-german (0.812407114105)]	[385: f-mandarin (0.80982305939)]	[419: m-mandarin (0.808792448482)]	[30: m-arabic (0.805522041377)]	[533: m-russian (0.805217701754)]	[638: m-spanish (0.804283276187)]	
659: m-spanish:	[587: f-spanish (0.839422159396)]	[575: f-spanish (0.834689069044)]	[54: m-arabic (0.828272064841)]	[698: m-turkish (0.825124029004)]	[413: m-mandarin (0.823911667609)]	[623: m-spanish (0.823065273396)]	[377: f-mandarin (0.820800576163)]	[610: m-spanish (0.817992901194)]	[135: m-dutch (0.817410684229)]	[506: f-russian (0.816483369905)]	
660: m-spanish:	[550: f-spanish (0.839008694566)]	[670: m-spanish (0.830317766179)]	[99: m-cantonese (0.822731602517)]	[565: f-spanish (0.819100186126)]	[303: f-korean (0.817963938884)]	[257: m-italian (0.815353752157)]	[284: f-japanese (0.813466919096)]	[385: f-mandarin (0.810441369875)]	[585: f-spanish (0.809961178235)]	[429: f-polish (0.809223033127)]	
661: m-spanish:	[160: f-french (0.812733419651)]	[562: f-spanish (0.811685328357)]	[61: m-arabic (0.808534755549)]	[90: f-cantonese (0.807956194581)]	[420: m-mandarin (0.80769873765)]	[296: m-japanese (0.80657489907)]	[54: m-arabic (0.80554678847)]	[278: f-japanese (0.803006192236)]	[59: m-arabic (0.802627103054)]	[698: m-turkish (0.800676990133)]	
662: m-spanish:	[367: f-mandarin (0.906889233179)]	[394: f-mandarin (0.894454894424)]	[118: f-dutch (0.89137452178)]	[554: f-spanish (0.880839640041)]	[408: m-mandarin (0.880002501755)]	[251: f-italian (0.878878901942)]	[356: f-macedonian (0.878526468966)]	[306: f-korean (0.878503389988)]	[280: f-japanese (0.877737370088)]	[584: f-spanish (0.875504350161)]	
663: m-spanish:	[698: m-turkish (0.8647592471)]	[338: m-korean (0.86263463354)]	[294: m-japanese (0.860125773607)]	[365: m-macedonian (0.858195100113)]	[608: m-spanish (0.855941080709)]	[565: f-spanish (0.844893712712)]	[533: m-russian (0.843849257745)]	[670: m-spanish (0.843639698233)]	[50: m-arabic (0.842662871569)]	[646: m-spanish (0.84151224166)]	
664: m-spanish:	[309: f-korean (0.880806067784)]	[246: f-italian (0.864078474966)]	[458: f-portuguese (0.862798794205)]	[492: m-portuguese (0.853587996243)]	[50: m-arabic (0.852471669934)]	[681: f-turkish (0.848068565081)]	[608: m-spanish (0.845585824305)]	[633: m-spanish (0.845508720328)]	[23: f-arabic (0.845137570052)]	[364: m-macedonian (0.84350455279)]	
665: m-spanish:	[552: f-spanish (0.902338725985)]	[109: f-dutch (0.896188366558)]	[251: f-italian (0.895690660103)]	[2: f-arabic (0.890533575069)]	[117: f-dutch (0.888083739381)]	[219: f-german (0.88585290821)]	[351: f-macedonian (0.884525663797)]	[699: m-turkish (0.884490982035)]	[280: f-japanese (0.883797168729)]	[220: f-german (0.883374419056)]	
666: m-spanish:	[294: m-japanese (0.837099389867)]	[198: m-french (0.825961875158)]	[698: m-turkish (0.820961000722)]	[503: f-russian (0.818627650933)]	[292: m-japanese (0.818067485394)]	[66: m-arabic (0.813085163576)]	[30: m-arabic (0.804650539549)]	[598: m-spanish (0.801869302366)]	[54: m-arabic (0.800821258994)]	[75: m-arabic (0.800307914687)]	
667: m-spanish:	[284: f-japanese (0.859953359683)]	[310: f-korean (0.850919130515)]	[397: f-mandarin (0.847352920958)]	[41: m-arabic (0.84713480942)]	[528: m-russian (0.846221582866)]	[343: f-macedonian (0.84236665827)]	[165: f-french (0.83899046096)]	[214: f-german (0.838730920479)]	[246: f-italian (0.834317738296)]	[426: f-polish (0.833092742761)]	
668: m-spanish:	[61: m-arabic (0.825362547499)]	[339: m-korean (0.798753520227)]	[666: m-spanish (0.795551840642)]	[19: f-arabic (0.794292284306)]	[310: f-korean (0.792621129244)]	[57: m-arabic (0.791701482952)]	[361: m-macedonian (0.791057387946)]	[487: m-portuguese (0.787539879765)]	[294: m-japanese (0.786827957858)]	[230: m-german (0.78542771989)]	
669: m-spanish:	[400: m-mandarin (0.84875743812)]	[294: m-japanese (0.821424185936)]	[539: m-russian (0.82064182649)]	[30: m-arabic (0.820570532433)]	[31: m-arabic (0.812339162836)]	[268: m-italian (0.807196506183)]	[640: m-spanish (0.806987919956)]	[654: m-spanish (0.802746716912)]	[441: m-polish (0.801072219838)]	[198: m-french (0.799615337972)]	
670: m-spanish:	[193: m-french (0.892250330171)]	[436: f-polish (0.878347147033)]	[601: m-spanish (0.87130930696)]	[43: m-arabic (0.870382017868)]	[699: m-turkish (0.870381648302)]	[235: m-german (0.868362998684)]	[578: f-spanish (0.867373200912)]	[316: f-korean (0.861405031028)]	[367: f-mandarin (0.856166750766)]	[280: f-japanese (0.855919939421)]	
671: m-spanish:	[356: f-macedonian (0.879656794332)]	[118: f-dutch (0.87627255823)]	[36: m-arabic (0.869746054543)]	[251: f-italian (0.867656862574)]	[367: f-mandarin (0.867336655239)]	[398: f-mandarin (0.86715483775)]	[181: m-french (0.866716515329)]	[534: m-russian (0.86551278494)]	[247: f-italian (0.865464378144)]	[155: f-french (0.863848723474)]	
672: m-spanish:	[342: f-macedonian (0.857407743962)]	[107: f-dutch (0.852144734634)]	[215: f-german (0.845372138194)]	[96: m-cantonese (0.84458822895)]	[579: f-spanish (0.844113016739)]	[397: f-mandarin (0.842258997459)]	[140: m-dutch (0.841291380599)]	[498: f-russian (0.840890519417)]	[280: f-japanese (0.838442327365)]	[386: f-mandarin (0.837300014498)]	
673: m-spanish:	[280: f-japanese (0.889632662092)]	[570: f-spanish (0.870805726638)]	[401: m-mandarin (0.865359914174)]	[60: m-arabic (0.861401589985)]	[473: m-portuguese (0.858846467977)]	[384: f-mandarin (0.854541632955)]	[118: f-dutch (0.848661021416)]	[355: f-macedonian (0.847645632624)]	[588: f-spanish (0.846001320742)]	[574: f-spanish (0.84298038023)]	
674: m-spanish:	[601: m-spanish (0.851125662075)]	[473: m-portuguese (0.848236338137)]	[560: f-spanish (0.837115712758)]	[365: m-macedonian (0.833216652227)]	[159: f-french (0.833050048282)]	[606: m-spanish (0.831855154916)]	[280: f-japanese (0.831014621604)]	[162: f-french (0.829583333595)]	[142: m-dutch (0.827310410608)]	[43: m-arabic (0.827143516472)]	
675: m-spanish:	[273: m-italian (0.862387691492)]	[657: m-spanish (0.835727609314)]	[533: m-russian (0.82400636485)]	[478: m-portuguese (0.820847062655)]	[47: m-arabic (0.820384805534)]	[293: m-japanese (0.819578148263)]	[418: m-mandarin (0.818532875782)]	[331: m-korean (0.817850049453)]	[50: m-arabic (0.815514237279)]	[606: m-spanish (0.81423120287)]	
676: f-turkish:	[123: f-dutch (0.890070340778)]	[251: f-italian (0.8863142315)]	[396: f-mandarin (0.885312351388)]	[216: f-german (0.885159573691)]	[527: m-russian (0.88195809811)]	[593: f-spanish (0.881763701085)]	[427: f-polish (0.880884747103)]	[28: f-arabic (0.879107623611)]	[94: f-cantonese (0.878603990186)]	[125: f-dutch (0.875929979572)]	
677: f-turkish:	[364: m-macedonian (0.847267046433)]	[244: f-italian (0.815639002139)]	[248: f-italian (0.810723919968)]	[437: m-polish (0.797284473088)]	[215: f-german (0.797028628223)]	[655: m-spanish (0.795662378897)]	[513: f-russian (0.79214689583)]	[259: m-italian (0.788958173035)]	[473: m-portuguese (0.7882499777)]	[61: m-arabic (0.78201248617)]	
678: f-turkish:	[74: m-arabic (0.950452455218)]	[121: f-dutch (0.949200763584)]	[362: m-macedonian (0.946520063583)]	[656: m-spanish (0.946407895304)]	[682: f-turkish (0.940488410296)]	[328: m-korean (0.940062133008)]	[242: m-german (0.939781239412)]	[91: f-cantonese (0.938736238312)]	[203: m-french (0.937545244794)]	[243: m-german (0.937318173929)]	
679: f-turkish:	[100: m-cantonese (0.961354234766)]	[231: m-german (0.959819263713)]	[690: m-turkish (0.959725937329)]	[242: m-german (0.959155698869)]	[328: m-korean (0.955709344794)]	[243: m-german (0.95530882635)]	[362: m-macedonian (0.954063538843)]	[255: m-italian (0.949057945738)]	[656: m-spanish (0.943532868762)]	[74: m-arabic (0.936501763696)]	
680: f-turkish:	[440: m-polish (0.937263277266)]	[328: m-korean (0.933639303041)]	[362: m-macedonian (0.933000051093)]	[682: f-turkish (0.932564096668)]	[74: m-arabic (0.932267707537)]	[656: m-spanish (0.929214501258)]	[100: m-cantonese (0.929099284033)]	[255: m-italian (0.929021399835)]	[91: f-cantonese (0.925725201513)]	[254: m-italian (0.925336244353)]	
681: f-turkish:	[398: f-mandarin (0.880087338476)]	[309: f-korean (0.872469912941)]	[199: m-french (0.865988653098)]	[570: f-spanish (0.861699304439)]	[218: f-german (0.861276222003)]	[278: f-japanese (0.856637940351)]	[463: f-portuguese (0.856438275507)]	[37: m-arabic (0.856068476179)]	[601: m-spanish (0.85167882852)]	[43: m-arabic (0.848424275426)]	
682: f-turkish:	[683: f-turkish (0.944813319503)]	[254: m-italian (0.942961634481)]	[362: m-macedonian (0.942426436528)]	[678: f-turkish (0.940488410296)]	[604: m-spanish (0.940082184406)]	[656: m-spanish (0.939914489317)]	[480: m-portuguese (0.939385948884)]	[7: f-arabic (0.939189356895)]	[116: f-dutch (0.938862010607)]	[74: m-arabic (0.938797726908)]	
683: f-turkish:	[682: f-turkish (0.944813319503)]	[440: m-polish (0.94453374285)]	[91: f-cantonese (0.939514387137)]	[183: m-french (0.936143870469)]	[74: m-arabic (0.935439218364)]	[678: f-turkish (0.934376382823)]	[480: m-portuguese (0.934347627949)]	[254: m-italian (0.934114672429)]	[100: m-cantonese (0.931063231051)]	[86: f-cantonese (0.930403055435)]	
684: f-turkish:	[502: f-russian (0.933214329189)]	[14: f-arabic (0.93064273866)]	[564: f-spanish (0.926531368274)]	[520: f-russian (0.925970183886)]	[108: f-dutch (0.925710185185)]	[599: m-spanish (0.924920085141)]	[287: f-japanese (0.923575765159)]	[305: f-korean (0.923020636525)]	[157: f-french (0.920282469179)]	[118: f-dutch (0.918530411458)]	
685: f-turkish:	[570: f-spanish (0.863194695733)]	[60: m-arabic (0.85946777007)]	[502: f-russian (0.854083935702)]	[376: f-mandarin (0.848070355223)]	[159: f-french (0.847272855494)]	[397: f-mandarin (0.845281578288)]	[500: f-russian (0.842839494096)]	[507: f-russian (0.842598847611)]	[49: m-arabic (0.840834136069)]	[596: f-spanish (0.84051060007)]	
686: f-turkish:	[402: m-mandarin (0.925007049065)]	[425: f-polish (0.923346700381)]	[356: f-macedonian (0.917346100248)]	[162: f-french (0.91225347987)]	[552: f-spanish (0.910887555611)]	[564: f-spanish (0.908701460539)]	[517: f-russian (0.908518620719)]	[682: f-turkish (0.907807541394)]	[465: f-portuguese (0.907603725796)]	[251: f-italian (0.902112064983)]	
687: f-turkish:	[425: f-polish (0.930665738714)]	[398: f-mandarin (0.921450269021)]	[395: f-mandarin (0.920866471077)]	[344: f-macedonian (0.914441703063)]	[534: m-russian (0.911812009885)]	[180: m-french (0.911713186415)]	[515: f-russian (0.911605322736)]	[279: f-japanese (0.910653254443)]	[426: f-polish (0.909287955815)]	[307: f-korean (0.907833838558)]	
688: m-turkish:	[682: f-turkish (0.937036737975)]	[251: f-italian (0.936738783823)]	[545: f-spanish (0.9334489308)]	[121: f-dutch (0.932397813944)]	[203: m-french (0.930955862201)]	[276: f-japanese (0.930300521526)]	[119: f-dutch (0.930260848028)]	[342: f-macedonian (0.929879370884)]	[225: f-german (0.928558837957)]	[520: f-russian (0.928296531653)]	
689: m-turkish:	[237: m-german (0.876054511792)]	[235: m-german (0.872790563602)]	[77: m-arabic (0.862373023602)]	[473: m-portuguese (0.861808728126)]	[638: m-spanish (0.850493093298)]	[619: m-spanish (0.847347199515)]	[530: m-russian (0.846371335113)]	[338: m-korean (0.846309254455)]	[550: f-spanish (0.844934218586)]	[606: m-spanish (0.844549455839)]	
690: m-turkish:	[243: m-german (0.976990854029)]	[231: m-german (0.975818936524)]	[242: m-german (0.974464710109)]	[328: m-korean (0.971731126674)]	[362: m-macedonian (0.970934682964)]	[440: m-polish (0.9682206663)]	[100: m-cantonese (0.967697709619)]	[656: m-spanish (0.964506729696)]	[255: m-italian (0.962246830536)]	[679: f-turkish (0.959725937329)]	
691: m-turkish:	[409: m-mandarin (0.855354760859)]	[28: f-arabic (0.852760455094)]	[428: f-polish (0.847684636333)]	[511: f-russian (0.843793359296)]	[401: m-mandarin (0.843742312748)]	[162: f-french (0.843050182779)]	[372: f-mandarin (0.841986336188)]	[464: f-portuguese (0.841789125256)]	[280: f-japanese (0.840603958498)]	[562: f-spanish (0.840576001007)]	
692: m-turkish:	[638: m-spanish (0.843779044801)]	[698: m-turkish (0.826512793622)]	[588: f-spanish (0.825944629737)]	[413: m-mandarin (0.824415877061)]	[144: m-dutch (0.821398229263)]	[410: m-mandarin (0.819354944065)]	[333: m-korean (0.819022466751)]	[246: f-italian (0.81686747778)]	[455: f-portuguese (0.814616204531)]	[606: m-spanish (0.814345223016)]	
693: m-turkish:	[400: m-mandarin (0.821557192809)]	[475: m-portuguese (0.788364666078)]	[420: m-mandarin (0.779411070852)]	[294: m-japanese (0.778062065462)]	[61: m-arabic (0.774856232254)]	[444: m-polish (0.773119402043)]	[35: m-arabic (0.77128045127)]	[633: m-spanish (0.770690568693)]	[39: m-arabic (0.768786586917)]	[490: m-portuguese (0.768355918392)]	
694: m-turkish:	[375: f-mandarin (0.827465764882)]	[570: f-spanish (0.825531098894)]	[620: m-spanish (0.823749042835)]	[75: m-arabic (0.820255209098)]	[273: m-italian (0.819786246253)]	[478: m-portuguese (0.816733283125)]	[578: f-spanish (0.816609896097)]	[54: m-arabic (0.816487427731)]	[360: m-macedonian (0.81374719169)]	[65: m-arabic (0.81176931267)]	
695: m-turkish:	[343: f-macedonian (0.905598593079)]	[652: m-spanish (0.904419140256)]	[111: f-dutch (0.898626406836)]	[279: f-japanese (0.895182096171)]	[130: f-dutch (0.895004946964)]	[166: f-french (0.89429065324)]	[581: f-spanish (0.89426140836)]	[280: f-japanese (0.893874488876)]	[164: f-french (0.893516252492)]	[397: f-mandarin (0.89203207743)]	
696: m-turkish:	[564: f-spanish (0.906674118848)]	[279: f-japanese (0.898738696931)]	[111: f-dutch (0.89735626259)]	[112: f-dutch (0.892538194961)]	[251: f-italian (0.889685757622)]	[572: f-spanish (0.889372750874)]	[552: f-spanish (0.887498558402)]	[425: f-polish (0.886959550917)]	[402: m-mandarin (0.886705218348)]	[124: f-dutch (0.88474033543)]	
697: m-turkish:	[385: f-mandarin (0.843109356265)]	[403: m-mandarin (0.831413172623)]	[473: m-portuguese (0.828783120999)]	[689: m-turkish (0.826687074252)]	[280: f-japanese (0.824250378477)]	[610: m-spanish (0.816486261517)]	[304: f-korean (0.815114348655)]	[316: f-korean (0.814058573684)]	[598: m-spanish (0.812934483048)]	[413: m-mandarin (0.811226901425)]	
698: m-turkish:	[416: m-mandarin (0.883919987467)]	[492: m-portuguese (0.875005093402)]	[606: m-spanish (0.871702264995)]	[663: m-spanish (0.8647592471)]	[188: m-french (0.860180512686)]	[533: m-russian (0.858146102917)]	[54: m-arabic (0.853862129728)]	[199: m-french (0.849789380062)]	[77: m-arabic (0.849599531368)]	[539: m-russian (0.849344262586)]	
699: m-turkish:	[11: f-arabic (0.904800468581)]	[280: f-japanese (0.898232620682)]	[425: f-polish (0.896070179497)]	[251: f-italian (0.895437749104)]	[464: f-portuguese (0.8938012864)]	[216: f-german (0.893144569774)]	[370: f-mandarin (0.892942960362)]	[88: f-cantonese (0.891607151321)]	[601: m-spanish (0.891024826662)]	[22: f-arabic (0.890869622545)]	
700: m-turkish:	[571: f-spanish (0.859920419871)]	[143: m-dutch (0.836695106928)]	[602: m-spanish (0.833562528403)]	[176: f-french (0.832390632216)]	[689: m-turkish (0.830291716676)]	[159: f-french (0.83000358731)]	[601: m-spanish (0.823924960983)]	[293: m-japanese (0.823110450197)]	[570: f-spanish (0.820226909812)]	[309: f-korean (0.820149585268)]	
701: m-turkish:	[309: f-korean (0.809397386403)]	[375: f-mandarin (0.802363750402)]	[391: f-mandarin (0.801634399189)]	[681: f-turkish (0.800046442117)]	[386: f-mandarin (0.798721137448)]	[190: m-french (0.793526515565)]	[142: m-dutch (0.790619167885)]	[664: m-spanish (0.790596424983)]	[408: m-mandarin (0.790017804723)]	[115: f-dutch (0.789079776611)]	
702: m-turkish:	[476: m-portuguese (0.838602129972)]	[698: m-turkish (0.815582494184)]	[606: m-spanish (0.811782885802)]	[610: m-spanish (0.803027457874)]	[608: m-spanish (0.799208570624)]	[386: f-mandarin (0.794773563388)]	[441: m-polish (0.794152374456)]	[416: m-mandarin (0.792861477235)]	[456: f-portuguese (0.79199489165)]	[675: m-spanish (0.79061519255)]	
